	sentence_A_Ja	sentence_B_Ja	entailment_label_Ja	heuristics	number_of_NPs	semtag	split
8581	若者がホッケー選手を庭で追いかけているスノーボーダーに話しかけている	スノーボーダーがホッケー選手を庭で追いかけている	entailment	overlap-nonorder	4	gp-normal	test
8582	学生が男の子を海辺で追い払ったホッケー選手に話しかけている	ホッケー選手が男の子を海辺で追い払った	entailment	overlap-nonorder	4	gp-normal	train
8583	サーファーが学生を屋外でいじめているカップルに微笑んだ	カップルが学生を屋外でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8584	女性が女の子を庭で追い払った大人に微笑んだ	大人が女の子を庭で追い払った	entailment	overlap-nonorder	4	gp-normal	train
8585	男性がフットボール選手を庭でいじめている大人に微笑んだ	大人がフットボール選手を庭でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8586	ホッケー選手が子供を公園でいじめている若者につかみかかった	若者が子供を公園でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8587	男の子がホッケー選手を庭でたたいているスノーボーダーに跳びついた	スノーボーダーがホッケー選手を庭でたたいている	entailment	overlap-nonorder	4	gp-normal	train
8588	学生が女の子を公園で追いかけているライダーに跳びついた	ライダーが女の子を公園で追いかけている	entailment	overlap-nonorder	4	gp-normal	train
8589	会社員がホッケー選手を戸外でにらんでいるスノーボーダーに跳びついた	スノーボーダーがホッケー選手を戸外でにらんでいる	entailment	overlap-nonorder	4	gp-normal	train
8590	子供が女性を森で押したライダーに話しかけている	ライダーが女性を森で押した	entailment	overlap-nonorder	4	gp-normal	train
8591	男性がライダーを公園でたたいているカップルに合図を送った	カップルがライダーを公園でたたいている	entailment	overlap-nonorder	4	gp-normal	train
8592	若者が女の子を海辺で見ている子供に合図を送った	子供が女の子を海辺で見ている	entailment	overlap-nonorder	4	gp-normal	test
8593	若者が女性を砂地で追い回した学生に話しかけている	学生が女性を砂地で追い回した	entailment	overlap-nonorder	4	gp-normal	train
8594	会社員が大人を動物園でいじめているフットボール選手につかみかかった	フットボール選手が大人を動物園でいじめている	entailment	overlap-nonorder	4	gp-normal	train
8595	フットボール選手がスノーボーダーを海辺で押した子供に話しかけている	子供がスノーボーダーを海辺で押した	entailment	overlap-nonorder	4	gp-normal	train
8596	男の子が女性を公園で助けたテニス選手に近づいた	テニス選手が女性を公園で助けた	entailment	overlap-nonorder	4	gp-normal	train
8597	学生がサーファーを森で見つめている会社員に跳びついた	会社員がサーファーを森で見つめている	entailment	overlap-nonorder	4	gp-normal	train
8598	学生が女の子を砂地で見ている男の子に近づいた	男の子が女の子を砂地で見ている	entailment	overlap-nonorder	4	gp-normal	train
8599	サーファーがフットボール選手を海辺で追いかけている男の子にぶつかった	男の子がフットボール選手を海辺で追いかけている	entailment	overlap-nonorder	4	gp-normal	train
8600	男性が男の子を庭で見つめている大人に跳びついた	男性が大人に跳びついた	entailment	overlap-order	4	gp-normal	train
8601	老人がスノーボーダーを森で追い払ったフットボール選手に跳びついた	老人がフットボール選手に跳びついた	entailment	overlap-order	4	gp-normal	train
8602	子供が会社員を森で追いかけているライダーに寄りかかっている	子供がライダーに寄りかかっている	entailment	overlap-order	4	gp-normal	train
8603	子供がフットボール選手を砂地で追い払った男性に飛びかかった	子供が男性に飛びかかった	entailment	overlap-order	4	gp-normal	train
8604	老人がホッケー選手を海辺でにらんでいるサーファーに駆け寄った	老人がサーファーに駆け寄った	entailment	overlap-order	4	gp-normal	train
8605	テニス選手がライダーを庭で追い回したフットボール選手に近づいた	テニス選手がフットボール選手に近づいた	entailment	overlap-order	4	gp-normal	train
8606	男性がフットボール選手を砂地で追い回したスノーボーダーにしがみついた	男性がスノーボーダーにしがみついた	entailment	overlap-order	4	gp-normal	train
8607	カップルがホッケー選手を公園で蹴った女の子にしがみついた	カップルが女の子にしがみついた	entailment	overlap-order	4	gp-normal	train
8608	フットボール選手がライダーを森で見つめているサーファーに寄りかかっている	フットボール選手がサーファーに寄りかかっている	entailment	overlap-order	4	gp-normal	train
8609	男の子が会社員を海辺でいじめている女の子につかみかかった	男の子が女の子につかみかかった	entailment	overlap-order	4	gp-normal	train
8610	スノーボーダーが男性を海辺で助けたライダーに追いついた	スノーボーダーがライダーに追いついた	entailment	overlap-order	4	gp-normal	train
8611	テニス選手が子供を野原で指さしているスノーボーダーに追いついた	テニス選手がスノーボーダーに追いついた	entailment	overlap-order	4	gp-normal	train
8612	ライダーが会社員を庭でいじめているカップルに飛びかかった	ライダーがカップルに飛びかかった	entailment	overlap-order	4	gp-normal	train
8613	老人がスノーボーダーを動物園でたたいている女性に飛びかかった	老人が女性に飛びかかった	entailment	overlap-order	4	gp-normal	train
8614	カップルが子供を屋外で助けた女性に微笑んだ	カップルが女性に微笑んだ	entailment	overlap-order	4	gp-normal	train
8615	会社員がカップルを戸外で見つめている女性に飛びかかった	会社員が女性に飛びかかった	entailment	overlap-order	4	gp-normal	train
8616	若者がスノーボーダーを砂地でいじめている老人にぶつかった	若者が老人にぶつかった	entailment	overlap-order	4	gp-normal	train
8617	ライダーが子供を戸外でいじめている学生につかみかかった	ライダーが学生につかみかかった	entailment	overlap-order	4	gp-normal	train
8618	サーファーがスノーボーダーを野原で押したテニス選手に跳びついた	サーファーがテニス選手に跳びついた	entailment	overlap-order	4	gp-normal	train
8619	カップルが子供を砂地で追い回したテニス選手に微笑んだ	カップルがテニス選手に微笑んだ	entailment	overlap-order	4	gp-normal	train
8620	学生が女の子を庭で蹴ったサーファーに微笑んだ	学生がサーファーに微笑んだ	entailment	overlap-order	4	gp-normal	train
8621	テニス選手がフットボール選手を森で助けた男の子に話しかけている	テニス選手が男の子に話しかけている	entailment	overlap-order	4	gp-normal	train
8622	男性がホッケー選手を動物園でいじめているサーファーにつかみかかった	男性がサーファーにつかみかかった	entailment	overlap-order	4	gp-normal	train
